label,precision,recall,f1-score,support,accuracy
1,0.5079365079365079,0.6274509803921569,0.5614035087719298,51.0,0.45132743362831856
2,0.4222222222222222,0.41304347826086957,0.4175824175824176,46.0,0.45132743362831856
3,0.0,0.0,0.0,5.0,0.45132743362831856
4,0.0,0.0,0.0,8.0,0.45132743362831856
5,0.0,0.0,0.0,0.0,0.45132743362831856
6,0.0,0.0,0.0,3.0,0.45132743362831856
7,0.0,0.0,0.0,0.0,0.45132743362831856
micro avg,0.45132743362831856,0.45132743362831856,0.45132743362831856,113.0,0.45132743362831856
macro avg,0.1328798185941043,0.14864206552186093,0.13985513233633534,113.0,0.45132743362831856
weighted avg,0.40112375333614275,0.45132743362831856,0.42336610757663384,113.0,0.45132743362831856
