label,precision,recall,f1-score,support,accuracy
1,0.423728813559322,0.49019607843137253,0.4545454545454545,51.0,0.35398230088495575
2,0.3488372093023256,0.32608695652173914,0.33707865168539325,46.0,0.35398230088495575
3,0.0,0.0,0.0,5.0,0.35398230088495575
4,0.0,0.0,0.0,8.0,0.35398230088495575
5,0.0,0.0,0.0,0.0,0.35398230088495575
6,0.0,0.0,0.0,3.0,0.35398230088495575
7,0.0,0.0,0.0,0.0,0.35398230088495575
micro avg,0.35398230088495575,0.35398230088495575,0.35398230088495575,113.0,0.35398230088495575
macro avg,0.11036657469452107,0.1166118621361588,0.11308915803297825,113.0,0.35398230088495575
weighted avg,0.33324496565869377,0.35398230088495575,0.3423666916756307,113.0,0.35398230088495575
