label,precision,recall,f1-score,support,accuracy
1,0.53125,0.7391304347826086,0.6181818181818182,23.0,0.5283018867924528
2,0.5555555555555556,0.47619047619047616,0.5128205128205129,21.0,0.5283018867924528
3,0.0,0.0,0.0,2.0,0.5283018867924528
4,0.0,0.0,0.0,4.0,0.5283018867924528
5,0.5,0.3333333333333333,0.4,3.0,0.5283018867924528
6,0.0,0.0,0.0,0.0,0.5283018867924528
7,0.0,0.0,0.0,0.0,0.5283018867924528
micro avg,0.5283018867924528,0.5283018867924528,0.5283018867924528,53.0,0.5283018867924528
macro avg,0.22668650793650794,0.22123632061520257,0.2187146187146187,53.0,0.5283018867924528
weighted avg,0.47897012578616355,0.5283018867924528,0.4941021242908035,53.0,0.5283018867924528
